Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Study_Physical_Interaction,Study_Extracurricular
33.0,74.0,Medium,Low,No,8.0,64.0,Medium,Yes,0,Medium,Medium,Public,Negative,3.0,Yes,High School,Near,Male,66.0,99.0,0.0
23.0,86.0,High,Medium,No,7.0,54.0,Low,Yes,2,Medium,Medium,Public,Negative,2.0,Yes,High School,Near,Female,67.0,46.0,0.0
17.0,79.0,Medium,High,Yes,8.0,84.0,Medium,Yes,0,Medium,Medium,Public,Neutral,2.0,No,High School,Moderate,Male,66.0,34.0,17.0
16.0,92.0,Medium,Medium,Yes,7.0,66.0,High,Yes,2,Medium,Medium,Public,Positive,4.0,No,Postgraduate,Moderate,Female,70.0,64.0,16.0
19.0,66.0,High,Medium,No,8.0,77.0,Low,No,3,Medium,Medium,Public,Negative,4.0,No,College,Moderate,Female,64.0,76.0,0.0
19.0,92.0,Medium,Medium,Yes,6.0,88.0,Low,Yes,1,High,Medium,Public,Positive,2.0,No,Postgraduate,Near,Male,71.0,38.0,19.0
27.0,63.0,High,High,Yes,4.0,92.0,Medium,Yes,0,Low,Medium,Public,Neutral,3.0,No,College,Near,Female,68.0,81.0,27.0
21.0,68.0,Low,Medium,Yes,5.0,66.0,Low,Yes,2,High,Medium,Private,Neutral,3.0,No,High School,Near,Male,64.0,63.0,21.0
16.0,86.0,Medium,Medium,Yes,6.0,62.0,Low,Yes,1,Low,High,Public,Positive,4.0,No,High School,Near,Female,66.0,64.0,16.0
31.0,94.0,Low,Medium,No,5.0,92.0,Low,Yes,1,High,Low,Private,Neutral,4.0,No,High School,Near,Male,72.0,124.0,0.0
20.0,70.0,Low,Medium,Yes,9.0,69.0,High,Yes,2,Medium,High,Public,Neutral,3.0,No,Postgraduate,Near,Female,66.0,60.0,20.0
25.0,73.0,Medium,High,Yes,7.0,91.0,Medium,Yes,0,Medium,High,Public,Neutral,4.0,No,,Near,Female,70.0,100.0,25.0
16.0,81.0,Medium,Medium,Yes,8.0,57.0,High,Yes,1,Medium,Medium,Private,Positive,2.0,No,High School,Near,Male,66.0,32.0,16.0
22.0,68.0,High,Medium,No,8.0,96.0,Medium,Yes,1,Medium,Medium,Public,Positive,3.0,No,Postgraduate,Moderate,Female,68.0,66.0,0.0
22.0,92.0,Medium,Low,Yes,7.0,74.0,High,Yes,2,Medium,Low,Public,Positive,4.0,No,College,Moderate,Male,70.0,88.0,22.0
9.0,91.0,Medium,Medium,No,10.0,59.0,High,Yes,0,Low,Medium,Private,Positive,2.0,No,College,Moderate,Male,64.0,18.0,0.0
32.0,66.0,High,High,Yes,10.0,77.0,High,Yes,3,Medium,Medium,Public,Neutral,1.0,No,College,Near,Male,71.0,32.0,32.0
28.0,79.0,Medium,High,Yes,9.0,94.0,Low,Yes,2,Low,Medium,Private,Positive,5.0,No,College,Near,Male,72.0,140.0,28.0
18.0,91.0,High,Medium,Yes,6.0,69.0,Medium,Yes,5,Low,High,Public,Positive,2.0,No,High School,Near,Male,71.0,36.0,18.0
13.0,73.0,Medium,Low,No,9.0,59.0,Medium,Yes,0,Medium,High,Public,Neutral,4.0,No,Postgraduate,Near,Male,63.0,52.0,0.0
22.0,85.0,Low,Medium,Yes,4.0,79.0,Medium,Yes,1,High,Low,Public,Positive,2.0,No,College,Near,Male,68.0,44.0,22.0
21.0,62.0,Medium,Medium,No,9.0,92.0,Medium,Yes,1,Medium,Medium,Private,Positive,4.0,Yes,High School,Near,Male,63.0,84.0,0.0
22.0,84.0,Medium,Medium,No,4.0,56.0,Medium,Yes,0,High,Low,Private,Positive,2.0,No,High School,Moderate,Male,66.0,44.0,0.0
21.0,66.0,Medium,Medium,Yes,7.0,52.0,High,Yes,1,Medium,Medium,Public,Neutral,3.0,No,High School,Far,Female,63.0,63.0,21.0
23.0,93.0,High,High,No,9.0,53.0,High,Yes,1,Low,Medium,Private,Neutral,4.0,No,College,Near,Female,72.0,92.0,0.0
29.0,74.0,Medium,High,Yes,8.0,62.0,High,Yes,3,Low,High,Public,Positive,3.0,Yes,Postgraduate,Moderate,Male,70.0,87.0,29.0
23.0,71.0,Medium,Medium,Yes,5.0,50.0,Medium,Yes,1,Low,High,Public,Positive,1.0,No,College,Near,Female,65.0,23.0,23.0
14.0,94.0,Medium,High,Yes,7.0,71.0,Medium,Yes,0,Medium,Medium,Private,Negative,3.0,Yes,College,Moderate,Female,67.0,42.0,14.0
28.0,62.0,Low,High,No,8.0,85.0,Medium,Yes,2,Low,High,Public,Positive,3.0,No,High School,Moderate,Female,66.0,84.0,0.0
30.0,76.0,Medium,Medium,Yes,7.0,86.0,Medium,Yes,1,Medium,High,Public,Neutral,2.0,Yes,Postgraduate,Far,Male,69.0,60.0,30.0
39.0,75.0,Medium,High,Yes,6.0,82.0,High,Yes,1,High,Low,Public,Negative,3.0,No,College,Near,Male,73.0,117.0,39.0
13.0,71.0,Medium,High,Yes,8.0,65.0,High,Yes,2,Medium,Medium,Public,Neutral,4.0,No,Postgraduate,Near,Female,66.0,52.0,13.0
21.0,96.0,Medium,Medium,Yes,9.0,87.0,Medium,Yes,0,Medium,Medium,Public,Neutral,6.0,Yes,High School,Near,Female,70.0,126.0,21.0
8.0,90.0,High,High,No,7.0,79.0,High,Yes,2,Low,Medium,Public,Negative,4.0,No,College,Near,Male,68.0,32.0,0.0
23.0,63.0,Low,Medium,Yes,9.0,93.0,Medium,Yes,2,Medium,High,Private,Positive,2.0,No,High School,Far,Male,65.0,46.0,23.0
17.0,89.0,Medium,Medium,No,7.0,74.0,Medium,Yes,1,Low,Medium,Private,Positive,2.0,No,Postgraduate,Moderate,Female,67.0,34.0,0.0
32.0,81.0,High,Medium,No,6.0,59.0,High,Yes,2,High,Medium,Public,Neutral,2.0,No,High School,Moderate,Female,71.0,64.0,0.0
15.0,96.0,High,High,No,9.0,82.0,Medium,Yes,2,Low,Low,Private,Neutral,3.0,No,High School,Near,Female,70.0,45.0,0.0
10.0,73.0,Medium,Low,Yes,9.0,58.0,Low,Yes,5,Low,Medium,Private,Negative,3.0,No,High School,Moderate,Male,61.0,30.0,10.0
17.0,83.0,High,Medium,Yes,6.0,98.0,Medium,Yes,0,Medium,Medium,Public,Positive,3.0,No,High School,Near,Male,69.0,51.0,17.0
8.0,80.0,Low,Medium,Yes,6.0,85.0,Medium,Yes,1,Low,High,Public,Negative,3.0,No,Postgraduate,Near,Male,63.0,24.0,8.0
25.0,80.0,Medium,Medium,Yes,10.0,88.0,Low,Yes,0,Low,High,Private,Negative,2.0,No,College,Moderate,Male,67.0,50.0,25.0
8.0,78.0,High,Medium,Yes,7.0,84.0,Medium,Yes,0,Medium,Medium,Public,Positive,2.0,No,College,Near,Male,65.0,16.0,8.0
20.0,68.0,High,Medium,Yes,7.0,55.0,High,Yes,0,Low,Low,Public,Positive,3.0,Yes,High School,Near,Female,63.0,60.0,20.0
8.0,90.0,Medium,Medium,No,7.0,73.0,High,Yes,3,High,Low,Private,Negative,4.0,No,Postgraduate,Near,Male,67.0,32.0,0.0
18.0,78.0,Low,High,Yes,9.0,83.0,Medium,Yes,2,Low,Medium,Private,Negative,2.0,No,Postgraduate,Moderate,Female,66.0,36.0,18.0
30.0,98.0,Low,Medium,Yes,10.0,61.0,Medium,Yes,0,Low,Medium,Public,Positive,3.0,No,Postgraduate,Moderate,Male,72.0,90.0,30.0
22.0,70.0,Medium,High,No,7.0,84.0,Low,Yes,3,Low,High,Public,Positive,5.0,No,High School,Near,Male,68.0,110.0,0.0
15.0,87.0,High,Medium,Yes,10.0,91.0,Medium,Yes,1,Low,Low,Public,Neutral,4.0,No,High School,Moderate,Male,67.0,60.0,15.0
20.0,98.0,Medium,Medium,Yes,6.0,64.0,Medium,Yes,1,High,High,Private,Positive,3.0,No,Postgraduate,Moderate,Male,72.0,60.0,20.0
20.0,87.0,Medium,High,Yes,7.0,60.0,Medium,Yes,0,Low,Medium,Public,Positive,2.0,Yes,High School,Far,Female,66.0,40.0,20.0
23.0,95.0,Medium,Medium,Yes,8.0,94.0,Medium,Yes,1,Medium,Medium,Public,Positive,4.0,No,High School,Near,Male,73.0,92.0,23.0
12.0,93.0,High,High,Yes,6.0,50.0,Low,Yes,4,High,High,Public,Positive,3.0,No,Postgraduate,Moderate,Male,71.0,36.0,12.0
24.0,74.0,Low,Low,Yes,8.0,63.0,High,Yes,1,Low,High,Public,Positive,3.0,No,High School,Moderate,Male,65.0,72.0,24.0
4.0,84.0,Medium,Medium,Yes,6.0,70.0,Medium,Yes,5,Medium,High,Private,Neutral,4.0,No,High School,Near,Male,65.0,16.0,4.0
16.0,66.0,High,Medium,Yes,5.0,84.0,Medium,Yes,2,Medium,Medium,Private,Neutral,3.0,No,High School,Near,Female,65.0,48.0,16.0
17.0,81.0,Medium,Medium,Yes,4.0,100.0,Low,Yes,2,Medium,High,Private,Neutral,2.0,No,College,Near,Male,68.0,34.0,17.0
24.0,69.0,High,Medium,No,7.0,69.0,Medium,No,7,High,Medium,Public,Positive,3.0,No,College,Near,Female,70.0,72.0,0.0
20.0,90.0,Medium,Low,Yes,8.0,97.0,Low,Yes,1,Medium,Low,Private,Neutral,2.0,No,High School,Near,Female,68.0,40.0,20.0
12.0,81.0,Low,Medium,Yes,5.0,68.0,High,Yes,0,Low,High,Private,Negative,2.0,No,High School,Near,Male,62.0,24.0,12.0
14.0,76.0,Medium,Medium,No,7.0,85.0,High,Yes,3,Low,Medium,Private,Neutral,3.0,No,College,Near,Male,66.0,42.0,0.0
21.0,71.0,Medium,Medium,No,7.0,58.0,Low,Yes,3,Low,Medium,Public,Negative,5.0,No,College,Near,Female,65.0,105.0,0.0
20.0,100.0,Medium,Medium,Yes,7.0,73.0,Medium,Yes,1,Low,Medium,Public,Neutral,4.0,No,College,Near,Female,71.0,80.0,20.0
17.0,63.0,Medium,Medium,No,6.0,94.0,Low,Yes,0,Medium,Medium,Public,Negative,2.0,No,High School,Moderate,Male,61.0,34.0,0.0
17.0,62.0,Medium,Medium,No,7.0,66.0,High,Yes,2,High,Medium,Public,Neutral,4.0,No,High School,Moderate,Male,63.0,68.0,0.0
24.0,69.0,Medium,High,Yes,7.0,55.0,Low,Yes,3,Medium,High,Public,Neutral,4.0,No,High School,Near,Male,67.0,96.0,24.0
17.0,99.0,Medium,Medium,No,8.0,76.0,Low,No,2,High,Medium,Public,Positive,4.0,No,Postgraduate,Near,Male,70.0,68.0,0.0
19.0,99.0,Medium,Medium,Yes,5.0,72.0,Low,Yes,3,Medium,High,Private,Neutral,4.0,No,Postgraduate,Near,Male,73.0,76.0,19.0
33.0,86.0,Medium,Medium,No,7.0,61.0,Medium,Yes,1,High,,Public,Positive,3.0,No,High School,Near,Male,72.0,99.0,0.0
11.0,95.0,Medium,Medium,Yes,5.0,95.0,Low,Yes,1,Low,High,Public,Positive,3.0,No,Postgraduate,Near,Male,69.0,33.0,11.0
9.0,69.0,Low,Medium,Yes,7.0,80.0,Medium,Yes,1,Medium,Medium,Private,Neutral,3.0,No,College,Moderate,Male,61.0,27.0,9.0
25.0,99.0,Medium,Medium,No,5.0,67.0,Medium,Yes,1,Low,High,Public,Neutral,3.0,No,,Near,Male,71.0,75.0,0.0
16.0,66.0,Medium,Medium,Yes,6.0,100.0,Medium,Yes,1,Medium,Medium,Public,Neutral,3.0,No,High School,Moderate,Female,64.0,48.0,16.0
18.0,64.0,Low,Medium,Yes,7.0,57.0,Medium,Yes,1,High,Medium,Public,Neutral,3.0,No,High School,Moderate,Male,61.0,54.0,18.0
15.0,64.0,Medium,Medium,No,6.0,92.0,Low,Yes,3,Low,Medium,Public,Negative,4.0,No,College,Near,Female,63.0,60.0,0.0
18.0,83.0,Medium,Low,Yes,9.0,62.0,High,Yes,2,Low,Medium,Public,Negative,2.0,No,High School,Near,Male,65.0,36.0,18.0
30.0,91.0,High,Medium,No,9.0,62.0,Low,Yes,3,Low,High,Public,Negative,4.0,No,Postgraduate,Near,Female,73.0,120.0,0.0
25.0,75.0,Medium,Low,Yes,8.0,75.0,High,Yes,2,High,High,Private,Negative,4.0,Yes,Postgraduate,Near,Male,68.0,100.0,25.0
25.0,99.0,Medium,Medium,No,8.0,83.0,Medium,Yes,1,Medium,Medium,Public,Neutral,2.0,No,College,Near,Female,72.0,50.0,0.0
12.0,77.0,Low,Low,Yes,7.0,85.0,Medium,Yes,1,Medium,Medium,Public,Positive,3.0,No,College,Far,Male,62.0,36.0,12.0
13.0,66.0,High,Medium,Yes,9.0,51.0,Low,Yes,3,Medium,Medium,Private,Positive,2.0,No,Postgraduate,Moderate,Male,63.0,26.0,13.0
3.0,79.0,Low,Medium,Yes,7.0,64.0,Low,Yes,0,Medium,Medium,Public,Negative,3.0,No,Postgraduate,Far,Female,58.0,9.0,3.0
15.0,87.0,Medium,Medium,No,10.0,83.0,Medium,Yes,1,High,High,Private,Positive,3.0,No,High School,Near,Male,68.0,45.0,0.0
26.0,93.0,High,High,Yes,6.0,94.0,Low,Yes,1,Medium,High,Public,Negative,2.0,No,High School,Near,Female,74.0,52.0,26.0
23.0,78.0,Medium,Medium,Yes,5.0,83.0,Medium,Yes,1,Medium,Medium,Public,Positive,3.0,No,High School,Near,Male,68.0,69.0,23.0
19.0,84.0,Medium,Medium,Yes,5.0,63.0,Medium,Yes,1,High,Medium,Private,Positive,2.0,No,High School,Near,Male,67.0,38.0,19.0
20.0,71.0,Medium,Medium,Yes,5.0,75.0,Low,Yes,0,Medium,Medium,Private,Positive,4.0,No,High School,Near,Male,65.0,80.0,20.0
16.0,86.0,Low,Low,Yes,5.0,82.0,Low,Yes,0,Low,Medium,Public,Neutral,4.0,No,High School,Moderate,Female,63.0,64.0,16.0
21.0,99.0,Medium,Low,No,7.0,57.0,High,Yes,2,Medium,Medium,Public,Neutral,2.0,No,Postgraduate,Near,Male,71.0,42.0,0.0
25.0,62.0,Medium,Low,Yes,8.0,77.0,Medium,Yes,0,Medium,Low,Public,Negative,4.0,No,College,Far,Female,62.0,100.0,25.0
10.0,95.0,High,Low,Yes,7.0,74.0,High,Yes,2,Low,Medium,Public,Negative,3.0,No,High School,Far,Male,66.0,30.0,10.0
22.0,82.0,Low,Medium,No,5.0,67.0,Low,Yes,1,Low,High,Private,Neutral,1.0,Yes,Postgraduate,Near,Female,65.0,22.0,0.0
26.0,70.0,High,Medium,No,6.0,81.0,Low,Yes,0,Low,High,Public,Neutral,3.0,No,High School,Moderate,Male,66.0,78.0,0.0
18.0,98.0,High,Low,No,8.0,82.0,Medium,Yes,3,Medium,High,Public,Negative,3.0,No,College,Near,Male,71.0,54.0,0.0
24.0,79.0,Low,High,No,6.0,99.0,High,No,2,Low,High,Public,Negative,3.0,No,High School,Near,Male,68.0,72.0,0.0
37.0,73.0,Medium,High,Yes,6.0,71.0,Medium,Yes,0,High,High,Public,Positive,5.0,No,High School,Moderate,Male,72.0,185.0,37.0
19.0,67.0,Medium,High,No,5.0,77.0,Medium,Yes,1,Medium,High,Private,Negative,4.0,No,Postgraduate,Near,Male,66.0,76.0,0.0
22.0,70.0,Medium,Low,Yes,6.0,58.0,Low,Yes,4,High,Medium,Public,Positive,2.0,No,Postgraduate,Moderate,Male,66.0,44.0,22.0
16.0,93.0,Low,High,No,6.0,77.0,High,Yes,2,Low,Medium,Public,Negative,1.0,No,High School,Moderate,Male,67.0,16.0,0.0
21.0,85.0,Low,High,Yes,7.0,52.0,Medium,Yes,5,High,High,Public,Positive,3.0,No,Postgraduate,Moderate,Male,71.0,63.0,21.0
23.0,97.0,High,High,Yes,8.0,57.0,Low,No,2,High,Medium,Public,Positive,1.0,No,Postgraduate,Far,Male,72.0,23.0,23.0
21.0,69.0,Low,Medium,No,7.0,59.0,Medium,Yes,3,Low,Medium,Public,Neutral,3.0,No,Postgraduate,Near,Male,64.0,63.0,0.0
14.0,65.0,Low,High,No,7.0,82.0,Low,Yes,1,Low,Low,Public,Negative,3.0,No,High School,Near,Male,60.0,42.0,0.0
21.0,60.0,High,Low,No,8.0,78.0,Medium,Yes,2,Medium,High,Public,Positive,2.0,No,High School,Near,Female,64.0,42.0,0.0
29.0,80.0,Medium,Low,Yes,5.0,90.0,Medium,Yes,2,Medium,Low,Public,Positive,1.0,No,College,Near,Female,70.0,29.0,29.0
23.0,100.0,Medium,Low,Yes,10.0,73.0,Medium,Yes,3,Medium,Medium,Private,Neutral,2.0,No,College,Near,Male,72.0,46.0,23.0
26.0,88.0,Medium,High,No,6.0,74.0,Medium,Yes,0,Low,Medium,Public,Negative,2.0,No,High School,Moderate,Female,68.0,52.0,0.0
19.0,72.0,Medium,Low,Yes,8.0,58.0,Medium,Yes,0,Medium,Low,Public,Neutral,3.0,No,High School,Near,Female,62.0,57.0,19.0
24.0,95.0,Medium,Low,No,5.0,87.0,Medium,Yes,0,Low,Medium,Public,Neutral,2.0,No,High School,Far,Male,68.0,48.0,0.0
22.0,91.0,High,High,Yes,7.0,50.0,Medium,Yes,2,Low,,Public,Positive,5.0,No,Postgraduate,Moderate,Male,72.0,110.0,22.0
14.0,61.0,Medium,Low,Yes,7.0,71.0,Medium,Yes,0,Medium,Low,Private,Neutral,1.0,No,Postgraduate,Near,Female,60.0,14.0,14.0
22.0,93.0,Medium,High,No,9.0,59.0,Low,Yes,3,Low,High,Public,Positive,4.0,No,Postgraduate,Near,Female,72.0,88.0,0.0
14.0,72.0,Low,High,No,7.0,89.0,Medium,Yes,2,Medium,Medium,Public,Positive,3.0,No,High School,Near,Female,65.0,42.0,0.0
16.0,66.0,Medium,Low,No,9.0,84.0,High,Yes,3,Low,Low,Public,Positive,4.0,No,High School,Near,Female,63.0,64.0,0.0
21.0,69.0,Medium,Low,Yes,7.0,85.0,Medium,Yes,2,Medium,Medium,Private,Positive,0.0,No,Postgraduate,Near,Male,66.0,0.0,21.0
22.0,79.0,Low,Medium,No,10.0,57.0,Low,Yes,1,Medium,High,Public,Positive,2.0,No,High School,Near,Male,65.0,44.0,0.0
13.0,77.0,Medium,High,No,4.0,83.0,Medium,Yes,1,Medium,High,Public,Negative,2.0,No,Postgraduate,Moderate,Male,65.0,26.0,0.0
26.0,72.0,Low,High,No,8.0,85.0,Medium,Yes,2,Low,Medium,Public,Negative,3.0,No,High School,Near,Male,67.0,78.0,0.0
23.0,67.0,Medium,Medium,No,4.0,50.0,Low,Yes,4,Low,Medium,Private,Positive,3.0,No,College,Moderate,Male,65.0,69.0,0.0
16.0,90.0,High,Medium,No,7.0,66.0,Medium,Yes,0,High,High,Public,Negative,3.0,No,High School,Moderate,Male,67.0,48.0,0.0
11.0,100.0,Medium,Medium,Yes,9.0,54.0,Low,Yes,1,Low,Medium,Public,Negative,3.0,No,Postgraduate,Near,Male,66.0,33.0,11.0
19.0,91.0,Low,High,Yes,9.0,84.0,High,Yes,2,High,High,Public,Positive,3.0,Yes,High School,Near,Male,71.0,57.0,19.0
17.0,72.0,Medium,Medium,No,8.0,61.0,Medium,Yes,1,Medium,Medium,Public,Neutral,4.0,No,Postgraduate,Moderate,Male,64.0,68.0,0.0
21.0,70.0,Low,Low,No,7.0,63.0,Medium,Yes,0,Medium,Medium,Public,Positive,2.0,No,High School,Far,Male,61.0,42.0,0.0
18.0,69.0,High,High,Yes,8.0,54.0,Low,Yes,1,High,High,Private,Neutral,2.0,No,High School,Near,Male,65.0,36.0,18.0
8.0,65.0,Medium,Medium,No,10.0,74.0,Medium,Yes,1,Medium,High,Private,Positive,5.0,No,High School,Near,Male,61.0,40.0,0.0
18.0,82.0,High,Low,No,7.0,52.0,Low,Yes,1,Low,Medium,Public,Negative,4.0,No,High School,Near,Female,64.0,72.0,0.0
18.0,84.0,High,High,Yes,8.0,92.0,Low,Yes,0,Low,High,Public,Negative,3.0,No,College,Near,Female,69.0,54.0,18.0
24.0,88.0,Medium,Medium,Yes,6.0,51.0,High,Yes,4,Medium,Low,Public,Positive,4.0,No,High School,Near,Male,71.0,96.0,24.0
16.0,87.0,High,Medium,No,9.0,53.0,High,Yes,3,Medium,High,Private,Neutral,5.0,No,College,Near,Male,70.0,80.0,0.0
30.0,72.0,High,Medium,Yes,8.0,82.0,High,Yes,1,Low,Medium,Public,Positive,1.0,No,College,Moderate,Female,70.0,30.0,30.0
9.0,73.0,Medium,Medium,Yes,6.0,96.0,Low,Yes,0,Low,High,Public,Positive,2.0,No,High School,Near,Male,62.0,18.0,9.0
28.0,87.0,Medium,Medium,No,8.0,95.0,Medium,Yes,2,Medium,Low,Private,Positive,3.0,No,Postgraduate,Near,Female,73.0,84.0,0.0
19.0,74.0,Medium,High,No,8.0,54.0,High,Yes,0,Medium,Medium,Public,Positive,3.0,No,College,Near,Male,66.0,57.0,0.0
25.0,69.0,Medium,Medium,Yes,8.0,64.0,Medium,Yes,1,High,Low,Public,Negative,3.0,No,Postgraduate,Moderate,Female,66.0,75.0,25.0
20.0,75.0,Low,Medium,No,7.0,76.0,Medium,Yes,3,High,High,Private,Negative,3.0,No,College,Near,Female,66.0,60.0,0.0
27.0,71.0,Medium,Medium,Yes,9.0,51.0,Medium,No,3,High,Medium,Public,Neutral,1.0,No,College,Far,Female,66.0,27.0,27.0
18.0,64.0,Medium,Medium,Yes,6.0,76.0,Medium,Yes,2,Medium,High,Public,Positive,4.0,No,High School,Near,Male,65.0,72.0,18.0
13.0,93.0,Low,Low,No,7.0,72.0,High,Yes,2,Medium,Medium,Private,Positive,2.0,No,Postgraduate,Near,Female,67.0,26.0,0.0
29.0,94.0,High,Medium,No,7.0,79.0,Medium,Yes,6,Low,High,Private,Neutral,4.0,No,College,Near,Female,76.0,116.0,0.0
19.0,69.0,Medium,Medium,Yes,9.0,96.0,Medium,Yes,0,High,High,Private,Positive,3.0,No,High School,Moderate,Female,66.0,57.0,19.0
21.0,63.0,Medium,Medium,Yes,6.0,64.0,Low,Yes,1,High,High,Public,Negative,3.0,No,High School,Near,Male,63.0,63.0,21.0
27.0,90.0,Medium,Medium,No,7.0,82.0,Medium,Yes,0,Medium,Medium,Public,Positive,3.0,No,College,Moderate,Female,71.0,81.0,0.0
14.0,68.0,Medium,High,No,6.0,71.0,Low,Yes,1,Medium,Medium,Public,Positive,3.0,No,College,Moderate,Male,63.0,42.0,0.0
24.0,76.0,High,Low,Yes,7.0,72.0,Low,Yes,1,High,Medium,Public,Positive,2.0,No,College,Moderate,Male,67.0,48.0,24.0
16.0,63.0,Medium,Medium,Yes,8.0,82.0,Medium,Yes,0,High,Medium,Public,Neutral,3.0,No,High School,Near,Male,63.0,48.0,16.0
19.0,69.0,High,Medium,Yes,5.0,98.0,Medium,Yes,0,High,Medium,Public,Neutral,4.0,No,High School,Moderate,Male,66.0,76.0,19.0
20.0,92.0,Medium,Medium,Yes,9.0,93.0,Low,Yes,3,High,Medium,Public,Positive,2.0,No,College,Near,Female,72.0,40.0,20.0
11.0,92.0,High,Medium,Yes,8.0,82.0,High,Yes,4,Medium,Medium,Private,Negative,2.0,No,Postgraduate,Near,Female,70.0,22.0,11.0
15.0,68.0,High,Low,Yes,6.0,73.0,Medium,No,0,Medium,Medium,Public,Positive,3.0,No,College,Near,Male,62.0,45.0,15.0
28.0,73.0,High,Medium,Yes,6.0,71.0,Medium,Yes,0,Medium,High,Private,Positive,2.0,No,College,Moderate,Female,69.0,56.0,28.0
25.0,65.0,Low,Medium,Yes,9.0,89.0,Medium,Yes,2,Medium,High,Public,Neutral,3.0,No,High School,Near,Female,66.0,75.0,25.0
20.0,63.0,Medium,Medium,Yes,8.0,61.0,Medium,Yes,2,High,Medium,Public,Neutral,3.0,No,High School,Near,Male,64.0,60.0,20.0
21.0,100.0,Low,Medium,Yes,6.0,79.0,Medium,Yes,2,Low,Medium,Public,Neutral,1.0,No,High School,Near,Female,70.0,21.0,21.0
18.0,86.0,Medium,Medium,No,6.0,75.0,High,Yes,0,Low,High,Public,Neutral,4.0,No,High School,Near,Male,67.0,72.0,0.0
28.0,82.0,Medium,High,Yes,8.0,82.0,Low,Yes,1,Medium,Medium,Private,Negative,2.0,No,Postgraduate,Near,Male,71.0,56.0,28.0
19.0,91.0,Medium,Medium,No,8.0,59.0,High,Yes,1,High,Medium,Public,Neutral,2.0,No,Postgraduate,Near,Male,69.0,38.0,0.0
21.0,94.0,High,Low,No,8.0,85.0,Medium,Yes,1,Medium,Medium,Public,Negative,4.0,No,College,Near,Male,70.0,84.0,0.0
27.0,92.0,Medium,Medium,Yes,7.0,81.0,Medium,Yes,0,Low,Medium,Public,Negative,1.0,No,College,Near,Male,70.0,27.0,27.0
15.0,61.0,High,Low,Yes,8.0,59.0,Medium,Yes,1,Medium,Medium,Public,Neutral,2.0,No,Postgraduate,Moderate,Female,61.0,30.0,15.0
29.0,67.0,Low,High,No,7.0,72.0,Medium,No,0,Medium,High,Public,Neutral,3.0,No,High School,Near,Female,65.0,87.0,0.0
11.0,86.0,Medium,High,Yes,6.0,84.0,Medium,Yes,0,High,High,Private,Neutral,3.0,No,High School,Near,Male,67.0,33.0,11.0
30.0,75.0,Medium,Low,Yes,9.0,95.0,Low,Yes,1,High,Medium,Public,Negative,5.0,No,Postgraduate,Near,Male,70.0,150.0,30.0
18.0,99.0,Medium,Medium,No,8.0,56.0,Medium,No,2,Low,High,Private,Negative,3.0,No,High School,,Male,67.0,54.0,0.0
19.0,87.0,Low,High,Yes,6.0,50.0,Medium,Yes,3,Low,Medium,Public,Neutral,2.0,No,Postgraduate,Near,Male,68.0,38.0,19.0
9.0,98.0,High,High,No,7.0,58.0,Medium,Yes,2,Medium,Medium,Public,Negative,4.0,No,College,Near,Male,69.0,36.0,0.0
17.0,68.0,Medium,Medium,No,7.0,99.0,Medium,Yes,1,Medium,Low,Private,Neutral,1.0,No,Postgraduate,Near,Male,65.0,17.0,0.0
14.0,95.0,High,Medium,Yes,6.0,88.0,Medium,Yes,2,Low,Low,Public,Neutral,2.0,No,High School,Far,Male,68.0,28.0,14.0
16.0,73.0,High,Medium,Yes,7.0,81.0,Medium,Yes,1,High,High,Public,Negative,4.0,No,Postgraduate,Near,Male,67.0,64.0,16.0
19.0,100.0,Medium,High,Yes,6.0,57.0,Medium,Yes,1,High,Medium,Private,Positive,2.0,Yes,High School,Near,Male,70.0,38.0,19.0
26.0,66.0,High,High,No,8.0,71.0,High,Yes,2,Medium,Medium,Public,Neutral,3.0,No,High School,Near,Female,68.0,78.0,0.0
21.0,81.0,High,Medium,Yes,7.0,86.0,Medium,Yes,1,Low,Medium,Public,Neutral,4.0,No,College,Near,Male,69.0,84.0,21.0
22.0,92.0,High,Low,Yes,5.0,95.0,Low,Yes,0,Low,Low,Public,Positive,3.0,No,Postgraduate,Near,Male,70.0,66.0,22.0
13.0,77.0,High,High,Yes,7.0,69.0,Medium,Yes,2,Low,High,Private,Neutral,5.0,No,College,Moderate,Male,67.0,65.0,13.0
15.0,79.0,High,High,Yes,6.0,100.0,Medium,Yes,4,Low,Medium,Public,Neutral,3.0,No,College,Near,Female,70.0,45.0,15.0
31.0,99.0,Medium,Low,Yes,4.0,57.0,High,Yes,1,High,High,Public,Neutral,2.0,No,Postgraduate,Moderate,Female,74.0,62.0,31.0
16.0,77.0,Medium,Low,Yes,7.0,69.0,Low,Yes,1,Low,High,Public,Neutral,4.0,No,High School,Near,Female,63.0,64.0,16.0
30.0,84.0,High,Medium,Yes,9.0,94.0,Medium,Yes,1,Low,High,Private,Positive,2.0,Yes,High School,Near,Female,72.0,60.0,30.0
